MLService,Model,Version,GCC,LCC,PayrollService,System,Client,ABKRS,PERNR,Employee_Status,Employee_Type,Job_Code,WT_401KBT%,WT_401MTCH,WT_DEN,WT_Federal Withholding [USA] ,WT_GTL,WT_Gross_Pay,WT_HLTSAG,WT_HLTSAV,WT_LTD,WT_MED,WT_NEC,WT_Net_Pay,WT_REG,WT_SUI (ER) [USA],WT_State Withholding (Work) [USA],WT_Total_Deductions,WT_Total_EE_Taxes,WT_Total_ER_Taxes,WT_VIS
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,4901,Active,Regular,110813,235.82,134.75,0.0,232.65,4.48,3368.75,5000,208.34,4.51,178.16,84.22,2136.56,3368.75,17.23,136.67,634.39,597.8,251.87,0.0
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,1167,Active,Regular,110810,243.76,108.33,5.12,316.63,2.4,2708.34,1000,41.67,0.0,25.26,67.71,1728.4,2708.34,77.19,118.55,342.9,637.04,289.39,0.0
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,1567,Active,Regular,111880,250.84,143.33,18.43,251.61,9.15,3583.34,0,0.0,10.82,56.0,89.58,2598.45,3583.34,64.81,96.51,367.63,617.26,333.95,0.0
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,457,Active,Regular,100982,483.34,193.33,20.35,670.17,20.93,4833.34,7100,295.84,15.23,73.97,120.83,2722.96,4833.34,111.63,196.94,901.94,1208.44,452.96,2.19
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,5960,Active,Regular,111881,434.11,248.06,35.8,918.69,18.6,6201.46,7000,291.67,18.73,228.51,155.04,3242.88,6201.46,0.0,382.12,1240.98,1717.6,416.79,7.54
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,2942,Active,Regular,111824,383.25,219.0,29.73,605.08,15.98,5475.0,0,0.0,16.53,237.09,136.88,3534.77,5475.0,103.38,220.44,715.06,1225.17,503.03,0.0
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,267,Active,Regular,111668,368.34,184.17,61.11,518.74,8.55,4604.17,4900,204.17,0.0,202.1,115.1,2714.19,4604.17,33.41,177.0,878.74,1011.24,348.91,21.17
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,462,Active,Regular,101434,299.12,149.56,68.22,253.04,14.95,3739.0,0,0.0,0.0,282.42,93.48,2440.76,3739.0,35.21,0.0,785.16,513.08,296.46,4.24
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,5208,Active,Regular,102644,0.0,0.0,25.56,90.85,19.8,2291.67,0,0.0,0.0,0.0,57.3,2000.38,2291.67,54.55,0.0,25.56,265.73,243.15,0.0
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,4384,Active,Regular,103336,264.05,132.02,0.0,252.98,12.54,3300.61,6000,250.0,10.4,56.0,82.52,1917.73,3300.61,87.91,130.89,769.11,613.77,323.75,1.94
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,952,Active,Regular,111851,750.0,250.0,6.19,891.71,0.0,6250.0,3550,147.92,0.0,94.13,156.25,3899.67,6250.0,0.0,0.0,998.85,1351.48,459.77,0.61
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,2493,Active,Regular,100925,0.0,130.0,18.43,281.34,12.19,3250.0,5000,208.34,0.0,56.0,81.25,2033.18,3250.0,87.09,147.39,560.32,656.5,321.13,1.94
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,6153,On Leave,Regular,102248,0.0,0.0,0.0,0.0,5.76,0.0,7100,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.65,0.0
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,4975,Active,Regular,102612,218.75,125.0,13.0,250.14,4.0,3125.0,0,0.0,4.19,0.0,78.13,2396.16,3125.0,2.69,0.0,240.38,488.46,245.63,0.61
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,551,Active,Regular,102596,564.69,150.58,28.95,250.99,54.61,3764.59,2000,83.34,21.46,42.0,94.11,2331.79,3764.59,29.55,141.0,761.77,671.03,308.59,17.35
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,1982,Active,Regular,102613,610.75,174.5,27.83,469.93,18.4,4362.5,3400,141.67,13.74,23.12,109.06,2281.79,4362.5,122.31,157.11,1133.78,946.93,442.2,6.62
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,3485,Active,Regular,100763,281.82,187.88,27.83,707.29,20.24,4696.97,0,0.0,14.8,247.68,117.42,2621.9,4696.97,35.77,197.0,833.03,1242.04,373.52,6.62
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,1010,Active,Regular,110810,214.0,107.0,0.0,198.24,3.16,2675.0,0,0.0,0.0,0.0,66.88,1728.26,2675.0,78.34,117.18,426.44,520.3,293.08,0.0
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,2270,Active,Regular,111661,44.81,33.61,0.0,185.83,2.61,2240.18,2000,83.34,4.01,129.72,56.0,1430.92,2240.18,52.93,0.0,484.18,325.08,203.11,1.09
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,2510,Active,Regular,110810,0.0,113.68,13.79,313.38,6.53,2841.97,0,0.0,0.0,89.02,71.05,1782.77,2841.97,5.33,0.0,536.34,522.86,223.95,7.23
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,37,Active,Regular,101987,60.42,60.42,0.0,859.92,18.0,6041.67,0,0.0,0.0,0.0,151.05,4334.31,6041.67,0.0,323.45,60.42,1646.94,463.57,0.0
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,6117,Active,Regular,102571,150.0,0.0,21.47,458.7,40.85,5000.0,2500,104.17,24.25,223.8,0.0,3424.3,5000.0,98.64,214.84,543.84,1031.86,456.96,7.54
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,4666,Active,Regular,102633,233.34,133.33,14.5,162.04,4.95,3333.34,0,0.0,5.97,31.5,83.33,2489.31,3333.34,78.75,141.39,288.79,555.24,333.06,0.61
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,4852,Active,Regular,110810,0.0,0.0,41.11,275.86,2.44,2312.5,500,20.84,3.1,31.5,57.81,1422.29,2312.5,64.63,109.37,335.95,554.26,246.92,11.91
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,3064,Active,Regular,101963,1045.5,278.8,6.87,1068.89,0.0,6970.0,1500,62.5,33.8,68.83,174.25,3640.18,6970.0,0.0,253.0,1481.21,1848.61,526.72,2.36
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,4110,Active,Regular,102495,102.5,102.5,0.0,292.02,2.19,2562.5,0,0.0,0.0,0.0,64.06,1752.21,2562.5,75.02,117.08,205.0,605.29,282.43,0.0
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,1780,Active,Regular,101411,0.0,0.0,18.43,409.83,7.5,3125.0,0,0.0,9.44,228.05,78.13,1830.6,3125.0,69.86,0.0,674.17,620.23,289.26,23.14
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,1846,Active,Regular,102474,0.0,152.17,1.16,367.34,6.65,3804.17,7100,295.84,0.0,56.0,95.1,1847.28,3804.17,0.0,150.78,1175.02,781.87,264.38,10.02
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,4978,Active,Regular,103038,1062.51,283.33,53.75,662.38,0.0,7083.34,5000,208.34,21.39,124.46,177.08,4205.29,7083.34,0.0,0.0,1703.02,1175.03,512.65,11.91
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,1086,Active,Regular,102640,263.96,150.83,0.0,216.58,5.9,3770.84,0,0.0,0.0,0.0,94.27,2675.79,3770.84,110.47,167.7,421.85,673.2,399.39,0.0
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,2860,Active,Regular,101421,0.0,60.84,9.63,293.4,2.7,2166.67,0,0.0,5.98,69.29,54.17,1400.14,2166.67,19.17,102.0,190.08,576.45,200.22,1.45
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,5231,Active,Regular,111879,175.0,100.0,5.43,245.24,1.75,2500.0,800,30.77,0.0,39.77,62.5,1636.97,2500.0,51.87,104.67,327.63,535.4,237.36,1.21
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,5793,Active,Regular,111818,0.0,130.0,0.32,389.89,3.18,3250.0,3550,147.92,2.34,17.5,81.25,2227.23,3250.0,0.02,0.0,396.79,625.98,236.14,1.21
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,3426,Active,Regular,111664,377.72,167.87,58.42,282.17,32.68,4196.84,8000,333.34,20.35,115.2,104.92,2469.89,4196.84,0.0,182.96,977.2,749.75,284.62,2.09
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,5663,Active,Regular,111661,0.0,86.1,5.12,221.63,2.16,2152.5,0,0.0,0.0,0.0,53.81,1539.34,2152.5,50.85,0.0,227.64,385.52,227.6,7.27
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,2112,Active,Regular,102639,517.5,138.0,16.26,167.09,5.8,3450.0,7100,295.84,9.52,56.0,86.25,2032.81,3450.0,83.17,112.05,902.39,514.8,323.86,7.27
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,4742,Active,Regular,102613,242.09,138.33,57.3,387.09,13.34,3458.34,7100,295.84,10.89,42.0,86.46,1608.27,3458.34,89.48,139.45,1089.51,760.56,328.79,17.35
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,2121,Active,Regular,111583,422.09,168.83,5.97,540.05,6.12,4220.85,0,0.0,3.04,28.91,105.52,2705.88,4220.85,0.0,193.11,461.22,1053.75,320.59,1.21
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,531,Active,Regular,111667,214.59,128.75,0.0,492.2,11.7,4291.67,0,0.0,0.0,0.0,107.3,2523.64,4291.67,34.86,215.0,731.62,1036.41,364.07,0.0
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,1839,Active,Regular,102644,321.64,128.66,59.19,156.05,34.65,3216.4,5000,208.34,16.95,167.61,80.41,1597.33,3216.4,81.68,112.72,1136.66,482.41,303.81,23.38
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,4713,Active,Regular,102596,285.25,163.0,59.19,524.1,16.79,4075.0,4000,166.67,12.84,56.0,101.88,2644.12,4075.0,19.27,0.0,615.91,814.97,310.14,7.54
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,4347,Active,Regular,111661,0.0,0.0,27.29,213.42,27.31,2561.36,0,0.0,14.6,230.12,64.03,1653.29,2561.36,18.82,100.0,416.87,491.2,210.54,7.31
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,1586,Active,Regular,101938,250.48,146.11,20.35,71.33,11.33,4174.51,6600,275.0,12.61,94.16,104.36,2843.57,4174.51,80.02,155.0,814.77,516.17,369.86,7.54
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,1518,Active,Regular,100982,319.34,182.48,51.82,342.71,55.77,4561.97,3000,125.0,24.04,73.97,114.05,2488.66,4561.97,118.42,199.31,1198.84,874.47,450.87,21.17
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,921,Active,Regular,111662,315.09,114.58,13.86,292.6,18.92,2864.42,1000,41.67,9.02,40.54,71.61,1917.87,2864.42,68.05,0.0,441.29,505.26,289.35,7.31
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,3358,Active,Regular,101969,0.0,0.0,5.06,770.81,13.2,4688.4,2000,83.34,12.94,28.91,117.21,2776.96,4688.4,61.59,278.0,512.49,1398.95,411.73,7.23
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,5190,Active,Regular,111881,811.42,231.83,20.35,817.39,17.18,5795.84,7100,295.84,0.0,91.5,144.9,3337.29,5795.84,0.0,0.0,1227.8,1230.75,413.36,1.94
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,3357,Active,Regular,111880,83.34,62.5,5.73,569.01,6.75,4166.67,3550,147.92,7.46,33.66,104.17,2754.06,4166.67,0.88,224.6,314.25,1098.36,305.63,2.36
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,3852,Active,Regular,101778,133.34,83.33,49.64,201.59,5.5,3333.34,7100,295.84,5.97,167.61,83.33,2114.46,3333.34,82.03,122.64,680.1,538.78,304.93,21.17
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,7050,Active,Regular,111880,45.21,0.0,14.33,684.84,6.68,4520.84,0,0.0,0.0,69.94,0.0,2972.01,4520.84,129.96,212.91,311.17,1237.66,491.99,0.0
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,599,Active,Regular,101421,166.66,95.23,5.8,268.58,2.6,2380.72,0,0.0,3.19,34.37,59.51,1624.01,2380.72,8.1,0.0,308.87,447.84,201.24,0.0
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,1138,Active,Regular,110819,446.67,223.33,20.35,797.23,10.9,5583.34,4500,187.5,15.41,205.88,139.58,3346.23,5583.34,0.0,0.0,1047.15,1189.96,392.73,0.0
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,5457,Active,Regular,111758,0.0,91.67,5.19,285.44,1.8,2291.67,300,12.5,0.0,17.5,57.3,1610.18,2291.67,54.13,0.0,223.69,457.8,240.01,5.16
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,2262,Active,Regular,101935,0.0,185.0,0.37,304.93,7.74,4625.0,0,0.0,8.28,0.0,115.63,2875.91,4625.0,120.43,178.93,935.4,813.69,450.26,0.0
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,619,Active,Regular,101951,495.96,283.4,16.24,1271.88,0.0,7085.12,0,0.0,0.0,0.0,177.12,4167.26,7085.12,0.69,436.3,675.58,2242.28,534.79,4.24
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,4668,Active,Regular,103045,0.0,0.0,63.04,552.62,0.0,6951.62,0,0.0,21.9,587.15,173.79,4470.56,6951.62,0.0,288.43,1164.57,1316.49,475.44,7.54
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,907,Active,Regular,111882,0.0,217.12,14.33,690.12,15.83,5427.89,4000,166.67,16.39,41.61,135.7,3074.56,5427.89,67.28,218.79,1045.09,1308.24,466.61,1.09
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,5851,Active,Regular,111757,81.0,50.63,0.0,217.69,1.2,2025.0,0,0.0,0.0,0.0,50.63,1571.31,2025.0,47.81,0.0,81.0,372.69,214.97,0.0
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,1266,Active,Regular,101421,162.9,93.08,27.29,201.16,20.46,2327.03,2000,83.34,0.0,17.5,58.18,1548.04,2327.03,17.91,86.0,322.59,456.4,200.42,7.23
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,505,Active,Regular,110813,296.26,131.67,0.0,449.93,5.4,3291.67,0,0.0,9.09,0.0,82.3,2283.26,3291.67,1.42,0.0,306.26,702.15,256.08,0.0
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,4185,Active,Regular,102465,0.0,140.0,7.72,437.81,8.85,3500.0,3000,125.0,0.0,17.5,87.5,1740.03,3500.0,98.21,122.21,943.09,816.88,356.78,0.87
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,5675,Active,Regular,111757,61.5,0.0,0.0,190.04,1.23,2050.0,0,0.0,0.0,0.0,0.0,1641.54,2050.0,48.41,0.0,61.5,346.96,217.64,0.0
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,1365,Active,Regular,110810,195.42,111.67,0.0,214.55,3.78,2791.67,0,0.0,0.0,0.0,69.8,2019.2,2791.67,52.83,140.0,204.08,568.39,275.12,0.0
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,3477,Active,Regular,111822,367.57,210.04,22.81,453.57,10.15,5250.95,3000,125.0,14.49,56.0,131.27,3534.69,5250.95,21.51,232.14,643.67,1072.59,408.39,0.0
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,4861,Active,Regular,111661,93.32,62.21,19.55,216.82,21.5,3110.37,0,0.0,15.09,0.0,77.76,2187.24,3110.37,66.54,0.0,471.41,451.72,306.59,0.0
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,3159,Active,Regular,103045,306.25,175.0,20.35,235.96,7.2,4375.0,7100,295.84,7.83,56.24,109.38,2770.88,4375.0,30.79,163.0,914.35,689.77,321.6,0.0
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,5016,Active,Regular,102609,50.75,38.06,92.01,42.67,3.24,2537.5,0,0.0,3.4,540.81,63.43,1615.59,2537.5,6.55,0.0,736.24,185.67,160.76,7.54
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,2230,Active,Regular,101421,0.0,0.0,91.6,216.27,3.3,2415.56,1800,75.0,4.32,52.57,60.39,1537.29,2415.56,7.33,0.0,501.72,376.55,180.18,21.17
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,2595,Active,Regular,111662,0.0,0.0,11.4,362.83,6.98,2962.3,3000,125.0,8.18,226.54,74.05,1709.43,2962.3,70.08,0.0,690.77,562.1,280.09,1.45
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,1483,Active,Regular,111880,239.17,136.67,0.0,466.18,5.13,3416.67,1200,50.0,0.0,56.0,85.42,2349.87,3416.67,50.89,0.0,347.11,719.69,306.63,1.94
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,3605,Active,Regular,102474,273.15,156.08,18.72,322.82,6.9,3902.09,2000,83.34,0.0,31.5,97.56,2704.86,3902.09,132.91,178.88,406.71,790.52,421.73,0.0
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,1692,Active,Regular,111737,500.84,250.42,23.4,543.43,0.0,6260.42,3600,150.0,17.28,133.74,156.51,4111.52,6260.42,24.15,246.12,903.62,1245.28,479.88,7.54
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,3532,Active,Regular,111663,964.69,128.63,53.67,176.52,22.58,3215.63,0,0.0,15.6,0.0,80.39,1267.28,3215.63,2.32,0.0,1529.42,418.93,248.71,15.88
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,2356,Active,Regular,102644,0.0,0.0,5.12,256.4,2.1,2500.0,0,0.0,0.0,17.5,62.5,2031.3,2500.0,59.05,0.0,22.62,446.08,260.98,0.0
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,5723,Active,Regular,110810,151.67,86.67,0.0,92.82,1.62,2166.67,5000,208.34,0.0,42.0,54.17,1523.78,2166.67,6.7,0.0,403.46,239.43,164.81,1.45
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,1533,Active,Regular,101970,728.51,242.83,35.65,667.16,107.32,6070.84,0,0.0,34.6,283.4,151.77,3592.33,6070.84,0.0,270.41,1093.3,1385.21,447.64,7.51
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,6133,Active,Regular,111758,0.0,0.0,29.1,156.36,1.8,2291.67,2450,102.09,1.65,40.54,57.3,1793.5,2291.67,54.13,0.0,180.0,318.17,228.63,6.62
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,1866,Active,Regular,102640,230.0,138.0,52.95,177.46,8.55,4600.0,0,0.0,12.7,0.0,115.0,3696.26,4600.0,0.0,0.0,382.64,521.1,343.64,1.24
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,4603,Terminated,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,3319,Active,Regular,102216,575.4,153.43,18.72,207.8,15.53,3835.94,7000,291.67,12.08,56.0,95.9,1839.04,3835.94,101.71,143.66,1379.41,617.49,368.01,7.54
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,602,Active,Regular,101421,301.13,133.83,5.43,411.02,23.87,3345.84,2000,83.34,0.0,149.25,83.65,2149.99,3345.84,53.35,0.0,545.77,650.08,296.91,6.62
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,241,Active,Regular,102644,0.0,20.0,16.22,246.76,7.5,3104.38,0,0.0,0.0,384.7,77.61,1985.05,3104.38,16.26,195.75,469.56,649.77,233.01,1.65
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,4027,Terminated,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,343,Active,Regular,110810,237.71,135.83,5.12,441.27,5.09,3395.84,0,0.0,0.0,17.5,84.9,2180.74,3395.84,115.63,157.32,358.06,857.04,375.54,0.0
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,1223,Active,Regular,101938,785.12,157.02,0.0,425.63,29.89,3925.59,2000,83.34,0.0,17.5,98.14,2098.73,3925.59,112.74,147.15,959.2,867.66,407.62,0.0
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,4166,Active,Regular,102640,277.5,161.88,61.11,440.91,8.6,4625.0,0,0.0,8.28,0.0,115.63,3134.68,4625.0,0.0,321.72,379.51,1110.81,348.18,21.17
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,4681,Active,Regular,100370,0.0,0.0,12.8,256.2,7.95,3230.85,0,0.0,9.76,87.76,80.77,2219.35,3230.85,81.44,151.63,364.5,647.0,323.71,11.91
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,4688,Active,Regular,110816,0.0,47.32,14.13,632.12,12.38,4465.42,3300,137.5,13.49,93.55,111.64,2920.49,4465.42,0.0,0.0,589.34,955.59,323.47,4.24
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,4737,Active,Regular,101781,0.0,0.0,25.45,549.39,27.95,3736.18,1500,62.5,11.77,17.5,93.4,2415.49,3736.18,106.24,170.2,323.26,997.43,384.08,6.62
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,36,Terminated,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,592,Active,Regular,110810,188.71,107.83,4.52,210.47,6.0,2695.84,2500,104.17,8.14,17.5,67.4,1589.44,2695.84,75.33,0.0,563.28,543.12,283.46,0.0
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,5917,Active,Regular,111824,740.01,246.67,30.07,640.92,52.89,6166.67,2000,83.34,0.0,155.67,154.17,3628.06,6166.67,65.15,381.0,1057.46,1481.15,559.3,7.51
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,484,Active,Regular,104163,109.87,146.5,0.0,259.97,5.67,3662.3,0,0.0,6.56,42.0,91.55,2651.57,3662.3,106.06,164.46,308.91,701.82,383.45,0.0
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,2765,Active,Regular,101421,196.39,98.19,5.19,258.61,3.4,2454.84,300,12.5,6.78,17.5,61.37,1644.96,2454.84,19.56,95.0,271.46,538.42,217.38,7.23
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,205,Active,Regular,101988,0.0,185.81,5.73,421.9,19.9,4645.36,3550,147.92,14.03,74.09,116.13,2595.07,4645.36,113.06,178.72,1110.2,940.09,452.53,0.0
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,1018,Active,Regular,102474,264.84,151.33,7.72,465.23,9.9,3783.34,3550,147.92,0.0,17.5,94.58,1830.82,3783.34,102.8,156.06,1062.39,890.13,371.64,1.57
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,4563,Active,Regular,102644,245.59,140.33,25.45,465.98,25.59,3508.34,3500,145.84,0.0,36.04,87.71,1940.43,3508.34,117.68,0.0,848.0,719.91,387.92,7.23
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,3981,Active,Regular,111734,212.69,121.53,0.0,333.61,4.8,3038.32,0,0.0,5.44,0.0,75.95,2113.75,3038.32,89.01,135.31,222.85,701.72,327.29,0.0
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,1115,Active,Regular,111882,0.0,0.0,20.64,471.08,8.82,5112.46,1200,50.0,0.0,99.96,127.81,3866.02,5112.46,40.09,224.0,172.79,1073.65,418.66,2.19
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,5127,Active,Regular,111757,0.0,0.0,4.59,173.01,1.47,2050.0,0,0.0,0.0,17.5,51.25,1697.46,2050.0,48.41,0.0,24.45,328.09,215.66,2.36
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,2465,Active,Regular,102644,25.84,25.83,5.12,343.33,2.22,2583.34,500,20.84,0.0,17.5,64.58,1976.24,2583.34,61.02,0.0,69.3,537.8,266.98,0.0
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,910,Active,Regular,101962,288.17,164.67,0.0,321.0,17.02,4116.67,0,0.0,12.97,0.0,102.92,2951.5,4116.67,120.91,190.35,337.59,827.58,437.14,0.0
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,6042,Active,Regular,110810,131.5,82.19,98.23,192.84,5.4,3287.5,0,0.0,9.07,0.0,82.18,2428.19,3287.5,60.91,0.0,430.23,429.08,302.09,23.14
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,448,Active,Regular,110819,569.17,227.67,51.82,1204.57,16.8,5691.67,3000,125.0,15.71,65.59,142.3,3203.93,5691.67,0.0,0.0,865.02,1622.72,418.15,0.0
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,247,Active,Regular,110810,90.97,60.65,13.79,429.45,4.32,3032.09,0,0.0,0.0,23.31,75.81,1845.46,3032.09,74.32,135.33,392.45,794.18,305.24,0.61
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,51,Active,0,0,27.2,20.4,5.19,27.98,24.51,1360.0,0,0.0,16.49,17.5,34.0,1069.28,1360.0,39.81,61.23,97.38,193.34,145.13,0.69
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,5772,Active,Regular,111833,291.55,166.6,10.91,405.03,32.25,4165.0,6000,250.0,0.0,50.3,104.13,2623.53,4165.0,73.31,233.72,605.65,935.82,370.38,2.89
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,1361,Active,Regular,111871,473.16,189.26,30.89,644.04,58.74,4731.57,4500,187.5,24.94,213.19,118.29,2667.41,4731.57,0.0,0.0,1087.89,976.27,332.23,15.88
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,5292,Active,Regular,111755,130.9,81.81,49.9,237.1,35.64,3272.5,2500,104.17,0.0,56.0,81.81,2309.06,3272.5,90.62,137.28,352.05,611.39,332.45,0.0
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,6051,Active,Regular,111757,61.5,41.0,4.59,138.58,1.47,2050.0,1000,41.67,0.0,23.82,51.25,1627.7,2050.0,48.41,0.0,132.19,290.11,211.82,0.61
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,3906,Active,Regular,101411,650.01,173.33,61.11,282.93,11.85,4333.34,7100,295.84,13.09,237.09,108.33,2255.66,4333.34,106.49,148.04,1368.19,709.49,385.01,0.0
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,2866,Active,Regular,100405,0.0,183.17,58.42,299.06,36.55,4579.17,0,0.0,0.0,0.0,114.48,2564.85,4579.17,110.36,0.0,1167.97,846.35,453.34,17.54
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,3863,Active,Regular,111668,0.0,196.49,0.0,759.46,13.95,4912.15,0,0.0,14.83,0.0,122.8,2770.37,4912.15,121.97,177.65,827.83,1313.95,535.76,0.0
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,2024,Active,Regular,102474,855.59,171.12,14.9,403.01,7.8,4277.92,1000,41.67,0.0,47.41,106.94,2395.53,4277.92,141.43,143.44,979.91,902.48,482.68,1.09
